what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316770416059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316770416199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316770419776
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316770419918
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316770421444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316770421570
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1316770422018
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1316770425132
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316770427095
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1316770427195
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1316770427881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1316770441232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1316770443287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1316770443597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1316770443903
